state,code,institution,state_full,cares_act,omnibus,amer_rescue_act,total_relief,endowment
PA,00332100,Edinboro University Of Pennsylvania,Pennsylvania,4181685,6446463,11298000,21926148,0
TX,00362100,St. Edward'S University,Texas,4142345,6472273,11309000,21923618,107026000
IL,00176800,Saint Xavier University,Illinois,4057142,6501237,11335000,21893379,0
NY,00287600,Orange County Community College,New York,3405395,6706076,11774000,21885471,0
CA,00129200,Solano Community College,California,3130214,6745292,11978000,21853506,0
NE,00255100,University Of Nebraska - Kearney,Nebraska,3925967,6501525,11417000,21844492,0
PA,01239300,Thomas Jefferson University,Pennsylvania,4240183,6346019,11234000,21820202,0
WA,00378700,Seattle Central College,Washington,3252598,6694704,11851000,21798302,0
WI,00530400,Chippewa Valley Technical College,Wisconsin,2765463,6860983,12110000,21736446,0
OH,00485200,Clark State Community College,Ohio,2914627,6839500,11967000,21721127,0
WA,00954400,Spokane Falls Community College,Washington,3458313,6624036,11589000,21671349,0
IL,00170700,Lewis University,Illinois,3978861,6397561,11269000,21645422,0
TN,00348300,Columbia State Community College,Tennessee,3285220,6664682,11688000,21637902,0
PA,00338800,Villanova University,Pennsylvania,4299419,6189181,11110000,21598600,766903000
